"Date","Price","Open","High","Low","Vol.","Change %"
"Dec 22, 2017","4.990","4.900","4.990","4.890","2.20M","2.04%"
"Dec 21, 2017","4.890","4.900","4.940","4.860","3.25M","-0.20%"
"Dec 20, 2017","4.900","4.850","4.900","4.850","1.99M","1.03%"
"Dec 19, 2017","4.850","4.850","4.870","4.820","3.38M","0.41%"
"Dec 18, 2017","4.830","4.810","4.870","4.800","2.56M","1.68%"
"Dec 15, 2017","4.750","4.750","4.780","4.680","4.42M","0.00%"
"Dec 14, 2017","4.750","4.730","4.760","4.720","4.93M","0.85%"
"Dec 13, 2017","4.710","4.890","4.890","4.700","8.46M","-3.88%"
"Dec 12, 2017","4.900","4.830","4.900","4.810","2.65M","2.08%"
"Dec 11, 2017","4.800","4.780","4.840","4.750","4.31M","1.05%"
"Dec 08, 2017","4.750","4.650","4.820","4.650","1.93M","2.15%"
"Dec 07, 2017","4.650","4.690","4.700","4.630","5.80M","-1.06%"
"Dec 06, 2017","4.700","4.680","4.720","4.660","1.60M","0.43%"
"Dec 05, 2017","4.680","4.750","4.750","4.630","5.92M","-1.47%"
"Dec 04, 2017","4.750","4.900","4.900","4.710","6.53M","-2.86%"
"Nov 30, 2017","4.890","4.750","4.890","4.750","6.02M","3.16%"
"Nov 29, 2017","4.740","4.640","4.770","4.640","9.34M","2.60%"
"Nov 28, 2017","4.620","4.740","4.740","4.580","6.65M","-1.70%"
"Nov 27, 2017","4.700","4.680","4.780","4.680","1.14M","0.43%"
"Nov 24, 2017","4.680","4.670","4.680","4.640","3.89M","0.43%"
"Nov 23, 2017","4.660","4.630","4.710","4.630","6.87M","1.08%"
"Nov 22, 2017","4.610","4.600","4.630","4.590","6.99M","0.66%"
"Nov 21, 2017","4.580","4.700","4.780","4.580","10.84M","-2.55%"
"Nov 20, 2017","4.700","4.790","4.790","4.660","7.07M","-1.47%"
"Nov 17, 2017","4.770","4.740","4.770","4.730","5.91M","0.63%"
"Nov 16, 2017","4.740","4.750","4.800","4.720","5.40M","-0.63%"
"Nov 15, 2017","4.770","4.790","4.810","4.770","4.62M","-0.42%"
"Nov 14, 2017","4.790","4.790","4.820","4.770","5.90M","0.00%"
"Nov 13, 2017","4.790","4.810","4.810","4.760","3.96M","-0.21%"
"Nov 10, 2017","4.800","4.810","4.820","4.790","4.83M","-0.21%"
"Nov 09, 2017","4.810","4.820","4.850","4.810","7.39M","0.21%"
"Nov 08, 2017","4.800","4.830","4.850","4.800","20.09M","-0.21%"
"Nov 07, 2017","4.810","5.080","5.080","4.730","37.80M","-5.13%"
"Nov 06, 2017","5.070","5.100","5.120","5.060","1.34M","-0.20%"
"Nov 03, 2017","5.080","5.130","5.130","5.020","7.56M","-0.59%"
"Nov 02, 2017","5.110","5.180","5.190","5.110","3.52M","-0.97%"
"Nov 01, 2017","5.160","5.260","5.260","5.140","6.32M","-1.71%"
"Oct 31, 2017","5.250","5.220","5.290","5.220","7.36M","-0.19%"
"Oct 30, 2017","5.260","5.200","5.300","5.200","7.04M","1.15%"
"Oct 27, 2017","5.200","5.150","5.210","5.150","5.86M","0.78%"
"Oct 26, 2017","5.160","5.210","5.230","5.130","3.63M","-0.96%"
"Oct 25, 2017","5.210","5.040","5.220","5.040","6.68M","3.99%"
"Oct 24, 2017","5.010","5.100","5.140","5.010","7.49M","-1.76%"
"Oct 23, 2017","5.100","5.150","5.170","5.090","1.70M","-0.58%"
"Oct 20, 2017","5.130","5.150","5.160","5.120","3.78M","0.00%"
"Oct 19, 2017","5.130","5.180","5.210","5.120","9.74M","-0.97%"
"Oct 17, 2017","5.180","5.200","5.260","5.150","12.79M","0.00%"
"Oct 16, 2017","5.180","5.200","5.250","5.160","8.17M","0.00%"
"Oct 13, 2017","5.180","5.250","5.260","5.160","9.31M","-0.96%"
"Oct 12, 2017","5.230","5.270","5.290","5.190","8.01M","-0.76%"
"Oct 11, 2017","5.270","5.290","5.290","5.260","9.58M","-0.19%"
"Oct 10, 2017","5.280","5.290","5.300","5.280","6.69M","-0.19%"
"Oct 09, 2017","5.290","5.280","5.300","5.280","7.80M","0.19%"
"Oct 06, 2017","5.280","5.280","5.280","5.200","4.16M","0.57%"
"Oct 05, 2017","5.250","5.300","5.300","5.230","5.83M","0.00%"
"Oct 04, 2017","5.250","5.300","5.300","5.250","6.78M","-0.76%"
"Oct 03, 2017","5.290","5.330","5.330","5.280","15.08M","-0.38%"
"Oct 02, 2017","5.310","5.300","5.320","5.280","3.98M","0.57%"
"Sep 29, 2017","5.280","5.330","5.350","5.280","6.57M","-0.19%"
"Sep 28, 2017","5.290","5.290","5.320","5.280","10.47M","0.00%"
"Sep 27, 2017","5.290","5.300","5.310","5.240","3.53M","0.00%"
"Sep 26, 2017","5.290","5.280","5.320","5.240","6.44M","0.00%"
"Sep 25, 2017","5.290","5.360","5.360","5.280","6.67M","-1.31%"
"Sep 21, 2017","5.360","5.360","5.370","5.340","2.19M","0.00%"
"Sep 20, 2017","5.360","5.370","5.370","5.310","2.30M","-0.19%"
"Sep 19, 2017","5.370","5.370","5.370","5.340","1.29M","0.00%"
"Sep 18, 2017","5.370","5.360","5.380","5.360","2.44M","-0.19%"
"Sep 15, 2017","5.380","5.380","5.380","5.350","5.56M","0.19%"
"Sep 14, 2017","5.370","5.330","5.380","5.330","2.89M","0.19%"
"Sep 13, 2017","5.360","5.350","5.370","5.330","2.30M","-0.19%"
"Sep 12, 2017","5.370","5.360","5.400","5.340","2.56M","-0.56%"
"Sep 11, 2017","5.400","5.380","5.400","5.320","3.99M","1.31%"
"Sep 08, 2017","5.330","5.380","5.400","5.320","4.42M","-1.30%"
"Sep 07, 2017","5.400","5.310","5.400","5.310","3.46M","1.12%"
"Sep 06, 2017","5.340","5.340","5.340","5.300","5.39M","0.00%"
"Sep 05, 2017","5.340","5.340","5.380","5.270","6.67M","0.00%"
"Aug 30, 2017","5.340","5.400","5.400","5.320","11.63M","-0.93%"
"Aug 29, 2017","5.390","5.320","5.390","5.320","7.69M","0.00%"
"Aug 28, 2017","5.390","5.400","5.400","5.350","3.43M","-0.19%"
"Aug 25, 2017","5.400","5.400","5.400","5.360","6.01M","-0.18%"
"Aug 24, 2017","5.410","5.400","5.430","5.390","2.00M","0.00%"
"Aug 23, 2017","5.410","5.420","5.420","5.400","5.86M","-0.18%"
"Aug 22, 2017","5.420","5.430","5.430","5.400","8.31M","0.00%"
"Aug 21, 2017","5.420","5.430","5.440","5.410","641.40K","-0.18%"
"Aug 18, 2017","5.430","5.440","5.440","5.400","3.72M","0.00%"
"Aug 17, 2017","5.430","5.450","5.450","5.400","7.27M","0.18%"
"Aug 16, 2017","5.420","5.410","5.430","5.400","1.58M","0.18%"
"Aug 15, 2017","5.410","5.420","5.420","5.400","6.27M","0.19%"
"Aug 14, 2017","5.400","5.420","5.420","5.360","3.24M","0.00%"
"Aug 11, 2017","5.400","5.430","5.440","5.350","10.12M","-0.55%"
"Aug 10, 2017","5.430","5.420","5.440","5.390","4.64M","0.18%"
"Aug 09, 2017","5.420","5.410","5.430","5.400","4.41M","0.00%"
"Aug 08, 2017","5.420","5.410","5.430","5.410","11.34M","0.37%"
"Aug 07, 2017","5.400","5.420","5.420","5.390","1.48M","-0.18%"
"Aug 04, 2017","5.410","5.380","5.420","5.380","4.26M","0.56%"
"Aug 03, 2017","5.380","5.400","5.400","5.350","4.78M","-0.37%"
"Aug 02, 2017","5.400","5.380","5.400","5.370","4.27M","0.37%"
"Aug 01, 2017","5.380","5.320","5.390","5.310","3.38M","1.51%"
"Jul 31, 2017","5.300","5.360","5.380","5.300","11.39M","-1.49%"
"Jul 28, 2017","5.380","5.380","5.400","5.350","4.91M","0.00%"
"Jul 27, 2017","5.380","5.400","5.400","5.370","6.62M","0.00%"
"Jul 26, 2017","5.380","5.340","5.430","5.300","8.78M","0.75%"
"Jul 25, 2017","5.340","5.340","5.370","5.320","5.91M","-0.19%"
"Jul 24, 2017","5.350","5.300","5.350","5.260","5.83M","1.71%"
"Jul 21, 2017","5.260","5.260","5.270","5.160","7.01M","0.38%"
"Jul 20, 2017","5.240","5.310","5.320","5.230","6.61M","-1.50%"
"Jul 19, 2017","5.320","5.360","5.360","5.300","3.64M","-0.75%"
"Jul 18, 2017","5.360","5.370","5.370","5.350","4.04M","-0.37%"
"Jul 17, 2017","5.380","5.390","5.400","5.340","4.32M","-0.19%"
"Jul 14, 2017","5.390","5.380","5.400","5.370","2.82M","-0.19%"
"Jul 13, 2017","5.400","5.410","5.410","5.380","3.95M","-0.18%"
"Jul 12, 2017","5.410","5.350","5.440","5.350","4.13M","-0.73%"
"Jul 11, 2017","5.450","5.440","5.450","5.390","7.24M","0.55%"
"Jul 10, 2017","5.420","5.400","5.450","5.400","1.55M","-0.18%"
"Jul 07, 2017","5.430","5.440","5.450","5.400","5.87M","-0.18%"
"Jul 06, 2017","5.440","5.480","5.480","5.410","1.22M","-0.55%"
"Jul 05, 2017","5.470","5.480","5.480","5.460","5.21M","0.00%"
"Jul 04, 2017","5.470","5.480","5.480","5.450","2.92M","0.00%"
"Jul 03, 2017","5.470","5.470","5.500","5.430","2.96M","-0.55%"
"Jun 30, 2017","5.500","5.500","5.500","5.480","3.14M","0.00%"
"Jun 29, 2017","5.500","5.490","5.520","5.490","3.48M","0.36%"
"Jun 28, 2017","5.480","5.460","5.520","5.460","8.50M","0.55%"
"Jun 23, 2017","5.450","5.440","5.450","5.430","1.50M","0.00%"
"Jun 22, 2017","5.450","5.400","5.450","5.400","9.44M","0.93%"
"Jun 21, 2017","5.400","5.390","5.420","5.370","9.68M","-0.18%"
"Jun 20, 2017","5.410","5.350","5.410","5.350","13.28M","1.12%"
"Jun 19, 2017","5.350","5.320","5.360","5.320","3.77M","-0.37%"
"Jun 16, 2017","5.370","5.380","5.390","5.350","7.41M","-0.37%"
"Jun 15, 2017","5.390","5.400","5.400","5.370","6.44M","0.00%"
"Jun 14, 2017","5.390","5.420","5.420","5.350","6.05M","0.19%"
"Jun 13, 2017","5.380","5.400","5.420","5.350","3.42M","-0.37%"
"Jun 09, 2017","5.400","5.380","5.420","5.340","6.35M","0.93%"
"Jun 08, 2017","5.350","5.340","5.380","5.300","4.07M","0.19%"
"Jun 07, 2017","5.340","5.310","5.350","5.270","2.94M","-0.19%"
"Jun 06, 2017","5.350","5.410","5.410","5.330","1.61M","-1.11%"
"Jun 05, 2017","5.410","5.390","5.430","5.350","4.29M","0.19%"
"Jun 02, 2017","5.400","5.320","5.400","5.280","4.73M","1.89%"
"Jun 01, 2017","5.300","5.260","5.320","5.250","3.89M","-0.75%"
"May 31, 2017","5.340","5.320","5.340","5.280","7.11M","0.38%"
"May 30, 2017","5.320","5.330","5.330","5.280","7.41M","-0.19%"
"May 29, 2017","5.330","5.370","5.370","5.320","6.95M","-0.74%"
"May 26, 2017","5.370","5.350","5.370","5.340","2.67M","0.19%"
"May 25, 2017","5.360","5.380","5.380","5.350","5.10M","0.00%"
"May 24, 2017","5.360","5.320","5.390","5.320","3.50M","0.19%"
"May 23, 2017","5.350","5.400","5.400","5.340","6.89M","-0.93%"
"May 22, 2017","5.400","5.400","5.430","5.370","3.23M","0.00%"
"May 19, 2017","5.400","5.370","5.410","5.370","8.48M","0.56%"
"May 18, 2017","5.370","5.430","5.430","5.320","5.89M","-1.47%"
"May 17, 2017","5.450","5.460","5.460","5.420","7.41M","-0.18%"
"May 16, 2017","5.460","5.420","5.480","5.420","13.74M","0.74%"
"May 15, 2017","5.420","5.240","5.420","5.240","3.83M","0.37%"
"May 12, 2017","5.400","5.350","5.400","5.340","5.05M","0.93%"
"May 11, 2017","5.350","5.330","5.360","5.320","6.92M","0.38%"
"May 09, 2017","5.330","5.340","5.360","5.300","3.41M","-0.37%"
"May 08, 2017","5.350","5.280","5.350","5.260","5.25M","1.52%"
"May 05, 2017","5.270","5.250","5.280","5.250","4.29M","-0.19%"
"May 04, 2017","5.280","5.250","5.330","5.240","10.66M","-1.12%"
"May 03, 2017","5.340","5.310","5.340","5.300","11.71M","0.56%"
"May 02, 2017","5.310","5.270","5.340","5.250","8.32M","0.76%"
"Apr 28, 2017","5.270","5.200","5.290","5.190","11.80M","0.76%"
"Apr 27, 2017","5.230","5.200","5.240","5.180","7.63M","0.00%"
"Apr 26, 2017","5.230","5.270","5.270","5.180","11.98M","0.77%"
"Apr 25, 2017","5.190","5.130","5.210","5.130","9.05M","1.17%"
"Apr 21, 2017","5.130","5.100","5.150","5.100","4.59M","0.59%"
"Apr 20, 2017","5.100","5.120","5.120","5.100","3.03M","-0.78%"
"Apr 19, 2017","5.140","5.130","5.190","5.130","1.36M","-1.15%"
"Apr 18, 2017","5.200","5.100","5.200","5.100","9.75M","1.96%"
"Apr 17, 2017","5.100","5.070","5.110","5.070","2.76M","0.00%"
"Apr 14, 2017","5.100","5.130","5.130","5.070","1.37M","0.00%"
"Apr 13, 2017","5.100","5.120","5.120","5.070","3.03M","-0.39%"
"Apr 12, 2017","5.120","5.130","5.150","5.100","5.87M","-0.58%"
"Apr 11, 2017","5.150","5.200","5.200","5.140","2.20M","-0.96%"
"Apr 10, 2017","5.200","5.140","5.240","5.130","6.72M","0.97%"
"Apr 07, 2017","5.150","5.150","5.170","5.120","10.75M","-0.39%"
"Apr 06, 2017","5.170","5.230","5.230","5.150","2.74M","-0.58%"
"Apr 05, 2017","5.200","5.170","5.240","5.170","8.60M","0.39%"
"Apr 04, 2017","5.180","5.210","5.240","5.150","7.77M","-1.15%"
"Apr 03, 2017","5.240","5.180","5.310","5.100","4.80M","1.16%"
"Mar 31, 2017","5.180","5.320","5.320","5.160","6.55M","-2.45%"
"Mar 30, 2017","5.310","5.310","5.320","5.290","6.61M","-0.38%"
"Mar 29, 2017","5.330","5.250","5.330","5.230","19.98M","1.52%"
"Mar 28, 2017","5.250","5.250","5.270","5.190","3.02M","1.16%"
"Mar 27, 2017","5.190","5.290","5.290","5.180","4.69M","-1.89%"
"Mar 24, 2017","5.290","5.200","5.290","5.200","18.47M","0.76%"
"Mar 23, 2017","5.250","5.150","5.310","5.110","26.71M","1.94%"
"Mar 22, 2017","5.150","5.140","5.150","5.090","10.22M","0.59%"
"Mar 21, 2017","5.120","5.150","5.190","5.100","7.23M","-0.39%"
"Mar 20, 2017","5.140","5.140","5.190","5.120","2.48M","0.00%"
"Mar 17, 2017","5.140","5.140","5.200","5.120","16.29M","0.19%"
"Mar 16, 2017","5.130","5.020","5.170","5.020","19.13M","2.60%"
"Mar 15, 2017","5.000","4.940","5.010","4.940","3.83M","0.20%"
"Mar 14, 2017","4.990","4.990","5.030","4.930","7.94M","0.00%"
"Mar 13, 2017","4.990","4.950","5.030","4.950","1.33M","-0.20%"
"Mar 10, 2017","5.000","4.980","5.040","4.980","7.46M","0.40%"
"Mar 09, 2017","4.980","5.010","5.070","4.980","4.44M","-0.80%"
"Mar 08, 2017","5.020","5.030","5.050","5.010","3.76M","-0.20%"
"Mar 07, 2017","5.030","5.000","5.060","4.990","5.09M","0.60%"
"Mar 06, 2017","5.000","4.900","5.010","4.880","2.99M","2.04%"
"Mar 03, 2017","4.900","4.980","4.980","4.900","1.34M","-1.41%"
"Mar 02, 2017","4.970","4.950","4.990","4.940","4.83M","0.40%"
"Mar 01, 2017","4.950","4.900","4.970","4.900","3.44M","0.81%"
"Feb 28, 2017","4.910","4.850","4.910","4.850","6.50M","1.24%"
"Feb 27, 2017","4.850","4.890","4.890","4.800","5.29M","-0.82%"
"Feb 24, 2017","4.890","4.920","4.920","4.850","2.77M","0.00%"
"Feb 23, 2017","4.890","4.890","4.930","4.870","4.70M","-0.20%"
"Feb 22, 2017","4.900","4.950","4.960","4.900","3.20M","-1.21%"
"Feb 21, 2017","4.960","4.960","4.970","4.960","2.35M","0.00%"
"Feb 20, 2017","4.960","4.920","4.970","4.920","2.77M","-0.20%"
"Feb 17, 2017","4.970","4.970","4.980","4.960","6.10M","0.20%"
"Feb 16, 2017","4.960","4.950","4.970","4.950","8.86M","0.00%"
"Feb 15, 2017","4.960","4.960","4.980","4.950","5.94M","0.20%"
"Feb 14, 2017","4.950","4.950","4.960","4.930","11.62M","0.00%"
"Feb 13, 2017","4.950","4.960","4.970","4.920","10.86M","0.20%"
"Feb 10, 2017","4.940","4.950","4.970","4.930","7.18M","0.20%"
"Feb 08, 2017","4.930","4.900","4.940","4.900","7.73M","0.00%"
"Feb 07, 2017","4.930","4.940","4.950","4.910","2.31M","-0.20%"
"Feb 06, 2017","4.940","4.950","4.960","4.930","5.84M","-0.20%"
"Feb 03, 2017","4.950","4.880","4.970","4.880","3.81M","1.43%"
"Feb 02, 2017","4.880","4.840","4.910","4.820","4.03M","1.46%"
"Jan 31, 2017","4.810","4.890","4.910","4.810","2.59M","-1.84%"
"Jan 27, 2017","4.900","4.930","4.940","4.890","1.18M","-0.41%"
"Jan 26, 2017","4.920","4.920","4.930","4.880","1.84M","-0.20%"
"Jan 25, 2017","4.930","4.930","4.930","4.920","1.96M","0.00%"
"Jan 24, 2017","4.930","4.920","4.940","4.910","2.70M","0.61%"
"Jan 23, 2017","4.900","4.860","4.960","4.860","2.54M","0.20%"
"Jan 20, 2017","4.890","4.930","4.930","4.890","2.17M","-0.61%"
"Jan 19, 2017","4.920","4.940","4.950","4.910","1.79M","0.00%"
"Jan 18, 2017","4.920","4.930","4.940","4.910","4.21M","0.00%"
"Jan 17, 2017","4.920","4.880","4.940","4.880","2.40M","0.82%"
"Jan 16, 2017","4.880","4.940","4.940","4.880","1.46M","-1.21%"
"Jan 13, 2017","4.940","4.940","4.950","4.930","2.95M","0.00%"
"Jan 12, 2017","4.940","4.940","4.950","4.930","2.87M","0.00%"
"Jan 11, 2017","4.940","4.940","4.970","4.930","10.01M","-0.20%"
"Jan 10, 2017","4.950","4.950","4.970","4.930","5.55M","0.00%"
"Jan 09, 2017","4.950","4.930","4.950","4.920","4.74M","0.00%"
"Jan 06, 2017","4.950","4.920","4.950","4.880","5.31M","1.23%"
"Jan 05, 2017","4.890","4.920","4.930","4.860","3.65M","-0.20%"
"Jan 04, 2017","4.900","4.790","4.900","4.770","1.70M","2.08%"
"Jan 03, 2017","4.800","4.750","4.800","4.660","801.70K","0.42%"
"Dec 30, 2016","4.780","4.780","4.820","4.710","5.35M","0.00%"
"Dec 29, 2016","4.780","4.800","4.820","4.770","2.00M","-0.42%"
"Dec 28, 2016","4.800","4.780","4.820","4.750","3.02M","0.84%"
"Dec 27, 2016","4.760","4.800","4.810","4.750","1.29M","-0.83%"
"Dec 23, 2016","4.800","4.800","4.830","4.790","1.62M","0.00%"
"Dec 22, 2016","4.800","4.850","4.850","4.800","2.30M","-1.03%"
"Dec 21, 2016","4.850","4.840","4.850","4.810","4.33M","0.83%"
"Dec 20, 2016","4.810","4.850","4.850","4.790","1.18M","-0.21%"
"Dec 19, 2016","4.820","4.850","4.850","4.810","2.04M","0.21%"
"Dec 16, 2016","4.810","4.850","4.850","4.810","2.05M","-0.82%"
"Dec 15, 2016","4.850","4.900","4.910","4.810","1.60M","-1.02%"
"Dec 14, 2016","4.900","4.870","4.900","4.850","2.15M","0.62%"
"Dec 13, 2016","4.870","4.780","4.870","4.780","3.20M","2.31%"
"Dec 09, 2016","4.760","4.800","4.850","4.760","1.72M","-1.24%"
"Dec 08, 2016","4.820","4.700","4.820","4.700","1.63M","2.55%"
"Dec 07, 2016","4.700","4.710","4.710","4.680","3.29M","0.21%"
"Dec 06, 2016","4.690","4.700","4.720","4.650","4.48M","-0.21%"
"Dec 05, 2016","4.700","4.720","4.780","4.700","6.51M","0.00%"
"Dec 02, 2016","4.700","4.750","4.770","4.700","1.37M","-1.05%"
"Dec 01, 2016","4.750","4.790","4.830","4.740","2.30M","-1.04%"
"Nov 30, 2016","4.800","4.730","4.800","4.710","4.04M","0.42%"
"Nov 29, 2016","4.780","4.710","4.790","4.710","5.68M","1.27%"
"Nov 28, 2016","4.720","4.740","4.760","4.710","3.04M","-0.21%"
"Nov 25, 2016","4.730","4.790","4.800","4.690","1.70M","-0.42%"
"Nov 24, 2016","4.750","4.740","4.790","4.740","790.50K","0.00%"
"Nov 23, 2016","4.750","4.810","4.820","4.730","2.18M","-1.04%"
"Nov 22, 2016","4.800","4.780","4.810","4.780","5.73M","0.21%"
"Nov 21, 2016","4.790","4.800","4.810","4.770","2.52M","-0.21%"
"Nov 18, 2016","4.800","4.830","4.830","4.780","2.56M","-0.41%"
"Nov 17, 2016","4.820","4.810","4.830","4.810","1.45M","-0.41%"
"Nov 16, 2016","4.840","4.820","4.850","4.810","1.45M","0.62%"
"Nov 15, 2016","4.810","4.740","4.840","4.730","1.77M","0.84%"
"Nov 14, 2016","4.770","4.830","4.830","4.760","3.29M","-1.65%"
"Nov 11, 2016","4.850","4.820","4.880","4.810","7.75M","-0.61%"
"Nov 10, 2016","4.880","4.880","4.910","4.870","2.90M","0.62%"
"Nov 09, 2016","4.850","4.900","4.900","4.820","1.33M","-1.02%"
"Nov 08, 2016","4.900","4.860","4.920","4.860","1.44M","0.62%"
"Nov 07, 2016","4.870","4.870","4.920","4.850","1.49M","-1.02%"
"Nov 04, 2016","4.920","4.820","4.920","4.810","1.43M","1.65%"
"Nov 03, 2016","4.840","4.900","4.900","4.820","3.91M","-1.22%"
"Nov 02, 2016","4.900","4.860","4.910","4.860","2.82M","0.41%"
"Nov 01, 2016","4.880","4.920","4.920","4.880","7.93M","-0.61%"
"Oct 31, 2016","4.910","4.950","4.950","4.860","4.21M","0.41%"
"Oct 28, 2016","4.890","4.950","4.950","4.890","1.69M","-1.21%"
"Oct 27, 2016","4.950","4.900","4.950","4.880","2.78M","1.02%"
"Oct 26, 2016","4.900","4.900","4.920","4.880","5.22M","-0.41%"
"Oct 25, 2016","4.920","4.910","4.940","4.900","3.27M","-0.61%"
"Oct 24, 2016","4.950","4.910","4.950","4.860","2.04M","0.41%"
"Oct 21, 2016","4.930","4.920","4.930","4.900","5.54M","0.41%"
"Oct 20, 2016","4.910","4.880","4.920","4.880","3.07M","-0.20%"
"Oct 19, 2016","4.920","4.860","4.930","4.860","2.36M","0.20%"
"Oct 18, 2016","4.910","4.870","4.940","4.830","4.17M","0.82%"
"Oct 17, 2016","4.870","4.850","4.880","4.840","1.34M","0.41%"
"Oct 14, 2016","4.850","4.800","4.850","4.800","562.10K","1.25%"
"Oct 13, 2016","4.790","4.800","4.860","4.780","3.09M","-0.42%"
"Oct 12, 2016","4.810","4.830","4.850","4.810","4.05M","-0.82%"
"Oct 11, 2016","4.850","4.840","4.860","4.830","2.05M","0.41%"
"Oct 10, 2016","4.830","4.840","4.860","4.820","536.20K","-0.41%"
"Oct 07, 2016","4.850","4.850","4.880","4.840","3.02M","0.00%"
"Oct 06, 2016","4.850","4.880","4.920","4.840","4.80M","-0.41%"
"Oct 05, 2016","4.870","4.880","4.900","4.840","5.08M","-0.41%"
"Oct 04, 2016","4.890","4.900","4.920","4.870","4.53M","-0.20%"
"Sep 30, 2016","4.900","4.900","4.910","4.890","7.68M","0.00%"
"Sep 29, 2016","4.900","4.900","4.920","4.880","6.25M","0.00%"
"Sep 28, 2016","4.900","4.870","4.900","4.840","7.07M","1.24%"
"Sep 27, 2016","4.840","4.890","4.890","4.840","6.70M","-1.02%"
"Sep 26, 2016","4.890","4.880","4.910","4.860","4.05M","-0.20%"
"Sep 23, 2016","4.900","4.870","4.900","4.830","2.21M","0.62%"
"Sep 22, 2016","4.870","4.850","4.890","4.850","3.18M","0.21%"
"Sep 21, 2016","4.860","4.860","4.900","4.840","4.90M","-0.82%"
"Sep 20, 2016","4.900","4.840","4.900","4.830","1.50M","1.45%"
"Sep 19, 2016","4.830","4.890","4.900","4.810","5.28M","-1.43%"
"Sep 15, 2016","4.900","4.860","4.900","4.840","6.97M","0.00%"
"Sep 14, 2016","4.900","4.870","4.910","4.840","4.27M","0.62%"
"Sep 13, 2016","4.870","4.870","4.900","4.850","2.51M","0.21%"
"Sep 09, 2016","4.860","4.850","4.900","4.820","3.07M","0.62%"
"Sep 08, 2016","4.830","4.870","4.880","4.830","2.94M","-0.41%"
"Sep 07, 2016","4.850","4.830","4.860","4.830","2.25M","0.00%"
"Sep 06, 2016","4.850","4.830","4.860","4.830","2.82M","0.21%"
"Sep 05, 2016","4.840","4.850","4.900","4.840","1.93M","-0.21%"
"Sep 02, 2016","4.850","4.830","4.860","4.820","3.04M","-0.21%"
"Sep 01, 2016","4.860","4.900","4.900","4.750","3.75M","-0.41%"
"Aug 30, 2016","4.880","4.880","4.920","4.860","2.37M","0.21%"
"Aug 29, 2016","4.870","4.820","4.890","4.820","2.55M","-0.41%"
"Aug 26, 2016","4.890","4.860","4.910","4.860","2.43M","0.00%"
"Aug 25, 2016","4.890","4.840","4.900","4.840","2.75M","0.41%"
"Aug 24, 2016","4.870","4.840","4.880","4.840","2.94M","0.00%"
"Aug 23, 2016","4.870","4.840","4.880","4.840","3.16M","-0.41%"
"Aug 22, 2016","4.890","4.810","4.890","4.810","3.39M","1.24%"
"Aug 19, 2016","4.830","4.830","4.880","4.820","1.90M","-0.41%"
"Aug 18, 2016","4.850","4.880","4.880","4.820","1.83M","-0.61%"
"Aug 17, 2016","4.880","4.820","4.890","4.820","1.36M","-0.41%"
"Aug 16, 2016","4.900","4.840","4.900","4.840","3.73M","0.20%"
"Aug 15, 2016","4.890","4.840","4.900","4.840","634.80K","1.03%"
"Aug 12, 2016","4.840","4.840","4.870","4.810","1.90M","0.21%"
"Aug 11, 2016","4.830","4.860","4.860","4.830","2.24M","-0.41%"
"Aug 10, 2016","4.850","4.870","4.870","4.830","1.91M","0.00%"
"Aug 09, 2016","4.850","4.870","4.890","4.850","2.86M","-1.02%"
"Aug 08, 2016","4.900","4.870","4.900","4.820","1.04M","1.03%"
"Aug 05, 2016","4.850","4.870","4.870","4.840","3.46M","0.00%"
"Aug 04, 2016","4.850","4.840","4.860","4.830","718.10K","0.62%"
"Aug 03, 2016","4.820","4.820","4.870","4.820","2.69M","0.21%"
"Aug 02, 2016","4.810","4.830","4.880","4.810","3.34M","-1.03%"
"Aug 01, 2016","4.860","4.850","4.880","4.820","2.83M","0.83%"
"Jul 29, 2016","4.820","4.850","4.880","4.820","5.48M","0.00%"
"Jul 28, 2016","4.820","4.840","4.860","4.790","5.52M","-1.03%"
"Jul 27, 2016","4.870","4.860","4.880","4.850","2.88M","0.21%"
"Jul 26, 2016","4.860","4.890","4.900","4.850","1.52M","-0.82%"
"Jul 25, 2016","4.900","4.840","4.900","4.840","2.31M","1.66%"
"Jul 22, 2016","4.820","4.800","4.820","4.780","2.79M","0.00%"
"Jul 21, 2016","4.820","4.850","4.870","4.810","1.64M","-0.62%"
"Jul 20, 2016","4.850","4.880","4.880","4.800","1.81M","-0.82%"
"Jul 19, 2016","4.890","4.850","4.890","4.840","2.26M","0.82%"
"Jul 18, 2016","4.850","4.840","4.880","4.840","1.28M","-0.21%"
"Jul 15, 2016","4.860","4.820","4.890","4.820","3.47M","0.83%"
"Jul 14, 2016","4.820","4.840","4.840","4.780","2.61M","-1.43%"
"Jul 13, 2016","4.890","4.900","4.910","4.870","3.08M","0.41%"
"Jul 12, 2016","4.870","4.910","4.910","4.830","2.49M","-0.81%"
"Jul 11, 2016","4.910","4.910","4.910","4.890","1.95M","0.00%"
"Jul 08, 2016","4.910","4.900","4.920","4.850","5.88M","0.41%"
"Jul 05, 2016","4.890","4.890","4.900","4.870","725.80K","0.00%"
"Jul 04, 2016","4.890","4.840","4.900","4.840","3.45M","0.41%"
"Jul 01, 2016","4.870","4.860","4.880","4.840","868.10K","0.21%"
"Jun 30, 2016","4.860","4.810","4.860","4.790","2.87M","1.04%"
"Jun 29, 2016","4.810","4.810","4.830","4.780","2.37M","0.21%"
